R_SEQ_NO,CD_AREA,NO_EQUP_SE,SD_NM,SGG_NM,CD_EQUP,GB_ACMD,EQUP_NM,RDNMADR_CD,BDONG_CD,HDONG_CD,LOC_SFPR_A,SECT_EQUP,QTY_CPTY,XCORD,YCORD,XX,YY,CD_GUBUN
9799,1144000000,188,서울특별시,마포구,1,학교,상지초등학교,1144012700103370000029140,1144012700,1144074000,서울특별시 마포구 월드컵로42길 30(상암동),779,299,126.88205,37.57981,189580.8599,553368.0879,안전
9800,1144000000,233,서울특별시,마포구,3,경로당,상암경로문화센터,1144012700101150017029262,1144012700,1144074000,서울특별시 마포구 월드컵북로50길 7-5 (상암동),317,96,126.89327,37.57704,190572.26,553060.2639,안전
9591,1144000000,212,서울특별시,마포구,4,관공서,용강동주민센터,1144010500105040000000001,1144010500,1144059000,서울특별시 마포구 토정로31길 31(용강동),245,74,126.94278,37.54226,194943.3255,549195.9953,안전
9801,1144000000,227,서울특별시,마포구,4,관공서,상암동주민센터,1144012700100070001019023,1144012700,1144074000,서울특별시 마포구 매봉산로2길 16(상암동),183,55,126.89475,37.5783,190702.4967,553199.4866,안전
9585,1144000000,3,서울특별시,마포구,1,학교,아현초등학교,1144010100102670003019179,1144010100,1144055500,서울특별시 마포구 굴레방로 6(아현동),1782,685,126.9571,37.55659,196208.9349,550785.5842,안전
9587,1144000000,236,서울특별시,마포구,14,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",아현문화건강센터,1144010100107700000000001,1144010100,1144055500,서울특별시 마포구 마포대로11길 44-81 (아현동),179,68,126.95203,37.55175,195761.4989,550248.8545,안전
9589,1144000000,226,서울특별시,마포구,14,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",마포문화원,1144010300101580000003064,1144010300,1144056500,서울특별시 마포구 백범로 227(신공덕동),116,35,126.9554,37.54221,196058.8341,549189.8742,안전
9586,1144000000,30,서울특별시,마포구,1,학교,소의초등학교,1144010100103860001000595,1144010100,1144056500,서울특별시 마포구 마포대로24길 42(아현동),401,121,126.96084,37.55219,196540.0678,550297.3485,안전
9588,1144000000,229,서울특별시,마포구,4,관공서,아현동주민센터,1144010200104580000002580,1144010200,1144055500,서울특별시 마포구 마포대로7길 18(공덕동),109,42,126.9522,37.54711,195775.5414,549733.8653,안전
9639,1144000000,214,서울특별시,마포구,4,관공서,염리동주민센터,1144010900101470014006494,1144010900,1144061000,서울특별시 마포구 숭문길 14(염리동),115,34,126.94564,37.54702,195196.3848,549723.5928,안전
9642,1144000000,175,서울특별시,마포구,1,학교,창천중학교,1144011000100330001007238,1144011000,1144060000,서울특별시 마포구 백범로1길 56(노고산동),849,257,126.93932,37.55486,194638.2714,550594.0806,안전
9592,1144000000,43,서울특별시,마포구,1,학교,용강초등학교,1144010800100350001004900,1144010800,1144060000,서울특별시 마포구 백범로17길 9(대흥동),968,293,126.94412,37.54909,195062.2132,549953.4843,안전
9643,1144000000,225,서울특별시,마포구,14,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",우리마포복지관,1144011000100010050000001,1144011000,1144060000,서울특별시 마포구 신촌로26길 10(노고산동),260,78,126.94262,37.55599,194930.2215,550719.9698,안전
9606,1144000000,237,서울특별시,마포구,1,학교,성산중학교,1144012200103650001028462,1144012200,1144068000,서울특별시 마포구 성지1길 32-13 (합정동),928,357,126.91564,37.54674,192545.3913,549695.181,안전
9638,1144000000,211,서울특별시,마포구,1,학교,한서초등학교,1144010900100240140028803,1144010900,1144061000,서울특별시 마포구 대흥로24바길 27(염리동),576,221,126.94927,37.55347,195517.6429,550440.0629,안전
9608,1144000000,216,서울특별시,마포구,4,관공서,망원1동주민센터,1144012300104030002014026,1144012300,1144069000,서울특별시 마포구 포은로6길 10(망원동),147,56,126.90566,37.55559,191664.484,550677.776,안전
9609,1144000000,217,서울특별시,마포구,4,관공서,망원2동주민센터,1144012300104360014014679,1144012300,1144070000,서울특별시 마포구 방울내로7길 11(망원동),651,65,126.90235,37.56024,191372.3726,551194.6138,안전
9644,1144000000,235,서울특별시,마포구,14,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",대흥동 자치회관,1144011000100010050000001,1144011000,1144060000,서울특별시 마포구 신촌로26길 10(노고산동),125,37,126.94264,37.55599,194931.3791,550719.9669,안전
9647,1144000000,228,서울특별시,마포구,4,관공서,서강동주민센터,1144011400101450015028768,1144011400,1144065500,서울특별시 마포구 독막로 165(창전동),77,29,126.9321,37.54773,193999.3873,549803.2802,안전
9646,1144000000,230,서울특별시,마포구,4,관공서,신수동주민센터,1144011100103350001000001,1144011100,1144063000,서울특별시 마포구 독막로 192(신수동),373,143,126.93521,37.54708,194274.0922,549730.7943,안전
9607,1144000000,222,서울특별시,마포구,4,관공서,합정동주민센터,1144012200104730000000003,1144012200,1144068000,서울특별시 마포구 월드컵로5길 11(합정동),176,67,129.91213,37.5516,457357.9358,554218.7305,안전
9613,1144000000,220,서울특별시,마포구,4,관공서,연남동주민센터,1144012400102500009015743,1144012400,1144071000,서울특별시 마포구 성미산로29길 17-9 (연남동),349,105,126.92321,37.56412,193215.6198,551622.983,긴급
9648,1144000000,143,서울특별시,마포구,1,학교,서강초등학교,1144011400103980002008937,1144011500,1144065500,서울특별시 마포구 독막로 113(상수동),959,290,126.92739,37.54839,193583.8925,549877.0082,안전
9650,1144000000,55,서울특별시,마포구,1,학교,서교초등학교,1144012000103410000010066,1144012000,1144066000,서울특별시 마포구 와우산로23길 20-27 (서교동),1238,375,126.92498,37.55486,193371.1289,550595.9164,안전
9612,1144000000,171,서울특별시,마포구,1,학교,경성고등학교,1144012400103690001027666,1144012400,1144071000,서울특별시 마포구 성미산로 111(연남동),2100,939,126.91915,37.56345,192856.8229,551549.904,긴급
9637,1144000000,79,서울특별시,마포구,1,학교,염리초등학교,1144010900101730004006638,1144010900,1144059000,서울특별시 마포구 토정로37길 37(염리동),130,39,126.94589,37.54243,195217.5701,549214.4368,긴급
9605,1144000000,90,서울특별시,마포구,1,학교,성산초등학교,1144012200104270002028850,1144012200,1144068000,서울특별시 마포구 양화로3길 94(합정동),803,243,126.91108,37.55333,192143.0458,550427.2797,긴급
9610,1144000000,195,서울특별시,마포구,14,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",마포구민체육센터,1144012300104500003025169,1144012300,1144070000,서울특별시 마포구 월드컵로25길 190(망원동),1490,500,126.89664,37.55639,190866.8684,550767.2944,긴급
9649,1144000000,234,서울특별시,마포구,14,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",서강동자치회관,1144011500102810003029260,1144011500,1144065500,서울특별시 마포구 토정로 148-14 (상수동),152,58,126.92697,37.54506,193546.3859,549507.8667,긴급
9651,1144000000,215,서울특별시,마포구,4,관공서,서교동주민센터,1144012000104780005011479,1144012000,1144066000,서울특별시 마포구 동교로15길 7(서교동),537,162,126.9146,37.55559,192453.8911,550677.0212,긴급
9640,1144000000,198,서울특별시,마포구,14,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",염리생활체육관,1144010900101740003020946,1144010900,1144059000,서울특별시 마포구 큰우물로 61(염리동),138,25,126.94759,37.54182,195368.2962,549146.358,긴급
9645,1144000000,99,서울특별시,마포구,1,학교,신석초등학교,1144011100104450001026679,1144011100,1144063000,서울특별시 마포구 대흥로 33(신수동),693,266,126.93365,37.54608,194136.1904,549619.9291,긴급
9783,1144000000,194,서울특별시,마포구,7,기타시설,마포대진유치원,1144012400104930006029172,1144012400,1144071000,서울특별시 마포구 성미산로 110(연남동),1024,310,126.91939,37.56188,192877.8755,551375.3057,긴급
2289,1123000000,340,서울특별시,동대문구,1,학교,전곡초등학교,1123010400101880000026781,1123010400,1123057000,서울특별시 동대문구 전농로 172(전농동),3500,1346,127.05649,37.58046,204990.1015,553435.6395,안전
2279,1123000000,339,서울특별시,동대문구,1,학교,배봉초등학교,1123010400100030111025643,1123010400,1123057000,서울특별시 동대문구 사가정로 193(전농동),1287,495,127.06678,37.58012,205899.0736,553398.7906,안전
9593,1144000000,210,서울특별시,마포구,14,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",마포아트센터,1144010800100300003004866,1144010800,1144060000,서울특별시 마포구 대흥로20길 28(대흥동),70,26,126.94598,37.55011,195226.1843,550067.0002,긴급
2280,1123000000,373,서울특별시,동대문구,1,학교,동대문중학교,1123010500104200001041811,1123010400,1123056000,서울특별시 동대문구 사가정로 59(전농동),3500,1346,127.05226,37.57464,204616.4358,552789.8717,안전
2288,1123000000,363,서울특별시,동대문구,4,관공서,제기동주민센터,1123010300108300001031328,1123010300,1123054500,서울특별시 동대문구 약령시로 71(제기동),150,57,127.03783,37.58317,203340.9562,553735.7595,안전
2281,1123000000,361,서울특별시,동대문구,4,관공서,전농2동주민센터,1123010400100380090000001,1123010400,1123057000,서울특별시 동대문구 사가정로 137(전농동),129,49,127.06005,37.57807,205304.0515,553171.1331,안전
9590,1144000000,213,서울특별시,마포구,4,관공서,도화동주민센터,1144010400105570000000001,1144010400,1144058500,서울특별시 마포구 도화길 37(도화동),398,153,126.94992,37.54147,195574.0155,549108.066,긴급
2282,1123000000,382,서울특별시,동대문구,4,관공서,전농1동주민센터,1123010400106780001029885,1123010400,1123056000,서울특별시 동대문구 서울시립대로9길 21(전농동),221,85,127.04772,37.57798,204214.998,553160.3753,안전
2294,1123000000,359,서울특별시,동대문구,4,관공서,동대문구청,1123010200100390009039004,1123010200,1123053600,서울특별시 동대문구 천호대로 145(용두동),730,280,127.03992,37.57429,203526.4615,552749.6342,안전
2296,1123000000,381,서울특별시,동대문구,1,학교,종암초등학교,1123010300111570000031499,1123010300,1123054500,서울특별시 동대문구 무학로44길 25(제기동),630,242,127.03124,37.58189,202759.0053,553593.5679,안전
2293,1123000000,334,서울특별시,동대문구,1,학교,대광고등학교,1123010100100530003039043,1123010100,1123053600,서울특별시 동대문구 안암로 6(신설동),3198,1230,127.02484,37.57818,202194.0458,553181.3986,안전
2301,1123000000,356,서울특별시,동대문구,1,학교,휘경공업고등학교,1123010900100490327007760,1123010900,1123073000,서울특별시 동대문구 겸재로 21(휘경동),3500,1346,127.06954,37.58533,206141.8797,553977.2854,안전
2302,1123000000,355,서울특별시,동대문구,1,학교,휘경중학교,1123010900102860066000001,1123010900,1123073000,서울특별시 동대문구 망우로18나길 20(휘경동),459,176,127.06175,37.58708,205454.0078,554171.1804,안전
2300,1123000000,352,서울특별시,동대문구,1,학교,"경희중,고등학교",1123011000100010003041263,1123010800,1123071000,서울특별시 동대문구 경희대로 26(회기동),625,240,127.05484,37.59494,204843.146,555042.494,안전
2290,1123000000,341,서울특별시,동대문구,1,학교,전동초등학교,1123010400100450041026052,1123010400,1123057000,서울특별시 동대문구 전농로16길 61(전농동),3500,1346,127.06119,37.5791,205404.945,553285.0148,안전
2291,1123000000,338,서울특별시,동대문구,1,학교,전농초등학교,1123010400102980000025063,1123010400,1123056000,서울특별시 동대문구 사가정로 66(전농동),977,375,127.05455,37.57488,204819.0769,552816.4199,안전
2306,1123000000,369,서울특별시,동대문구,4,관공서,휘경1동주민센터,1123010900101350009041469,1123010900,1123072000,서울특별시 동대문구 외대역동로6길 3(휘경동),171,65,127.06576,37.59293,205807.8873,554820.2467,안전
2307,1123000000,358,서울특별시,동대문구,1,학교,이문초등학교,1123011000102560030000004,1123011000,1123075000,서울특별시 동대문구 신이문로 16(이문동),887,341,127.06384,37.60264,205637.725,555898.2249,안전
2308,1123000000,371,서울특별시,동대문구,4,관공서,이문1동주민센터,1123011000101200001006390,1123011000,1123074000,서울특별시 동대문구 외대역동로 114-1 (이문동),150,57,127.06548,37.59784,205782.3483,555364.6628,안전
2305,1123000000,370,서울특별시,동대문구,4,관공서,휘경2동주민센터,1123010900100560001000001,1123010900,1123073000,서울특별시 동대문구 한천로 329(휘경동),157,60,127.06858,37.59013,206056.8773,554510.0956,안전
2303,1123000000,357,서울특별시,동대문구,1,학교,휘봉고등학교,1123010900100430277000001,1123010900,1123073000,서울특별시 동대문구 한천로 290(휘경동),3500,1346,127.06892,37.58638,206087.2495,554093.4393,안전
2311,1123000000,365,서울특별시,동대문구,4,관공서,답십리1동 주민센터,1123010500104770009018420,1123010500,1123060000,서울특별시 동대문구 사가정로 30(답십리동),323,124,127.05114,37.57196,204517.4004,552491.8964,안전
2312,1123000000,366,서울특별시,동대문구,4,관공서,답십리2동주민센터,1123010500100100002041451,1123010500,1123061000,서울특별시 동대문구 한천로11길 18(답십리동),239,91,127.06132,37.56742,205417.6614,551988.2437,안전
2304,1123000000,354,서울특별시,동대문구,1,학교,휘봉초등학교,1123010900100490027041026,1123010900,1123073000,서울특별시 동대문구 장안벚꽃로 309(휘경동),3500,1346,127.07015,37.58632,206196.0546,554087.2556,안전
2315,1123000000,349,서울특별시,동대문구,1,학교,장평초등학교,1123010600103230000016375,1123010600,1123066000,서울특별시 동대문구 답십리로69길 27(장안동),1462,562,127.07326,37.57381,206471.8929,552698.5156,긴급
2295,1123000000,362,서울특별시,동대문구,4,관공서,용신동주민센터,1123010200100650028000001,1123010200,1123053600,서울특별시 동대문구 천호대로27길 35(용두동),267,102,127.03729,37.57582,203293.5655,552920.2421,긴급
2314,1123000000,347,서울특별시,동대문구,1,학교,안평초등학교,1123010600103530001015654,1123010600,1123065000,서울특별시 동대문구 장한로14길 61(장안동),558,214,127.07131,37.56576,206299.6181,551805.5288,긴급
2313,1123000000,348,서울특별시,동대문구,1,학교,장평중학교,1123010600103520000041805,1123010600,1123065000,서울특별시 동대문구 답십리로72길 158(장안동),665,255,127.0707,37.56663,206246.42,551902.1239,안전
2292,1123000000,342,서울특별시,동대문구,1,학교,전일중학교,1123010400100600001025406,1123010400,1123057000,서울특별시 동대문구 사가정로13길 67(전농동),1191,458,127.05852,37.58184,205168.9374,553588.6358,긴급
2316,1123000000,378,서울특별시,동대문구,13,"연수,숙박",호텔시그니처,1123010600103720014018272,1123010600,1123065000,서울특별시 동대문구 장한로21길 8(장안동),100,66,127.06974,37.57015,206161.1076,552291.7161,안전
14337,1132000000,157,서울특별시,도봉구,14,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",학마을도서관,1132010600104460005000001,1132010600,1132071000,서울특별시 도봉구 시루봉로 128(방학동),3837,1475,127.02794,37.66216,202465.017,562502.0655,안전
2751,1123000000,380,서울특별시,동대문구,13,"연수,숙박",유니크호텔,1123011000102540004000672,1123011000,1123075000,서울특별시 동대문구 이문로 192(이문동),100,80,127.0622,37.60376,205492.4709,556021.6427,안전
14342,1132000000,155,서울특별시,도봉구,1,학교,덕성여자대학교,1132010500104270001008101,1132010500,1132066000,서울특별시 도봉구 삼양로144길 33(쌍문동),7659,2945,127.01698,37.65166,201498.1706,561336.6309,안전
14361,1132000000,130,서울특별시,도봉구,1,학교,효문고등학교,1132010500104680000009354,1132010500,1132066000,서울특별시 도봉구 우이천로 432(쌍문동),3164,1216,127.01818,37.65256,201603.8977,561436.3563,안전
14362,1132000000,131,서울특별시,도봉구,1,학교,서울쌍문초등학교,1132010500103600004008899,1132010500,1132066000,서울특별시 도봉구 우이천로 360(쌍문동),7785,2994,127.02439,37.6486,202152.5027,560997.5935,안전
14363,1132000000,132,서울특별시,도봉구,1,학교,백운중학교,1132010500100700007006786,1132010500,1132067000,서울특별시 도봉구 도봉로129길 50(쌍문동),7299,2807,127.03596,37.65605,203172.8113,561824.0086,안전
14364,1132000000,133,서울특별시,도봉구,1,학교,신도봉중학교,1132010500100940001006096,1132010500,1132068000,서울특별시 도봉구 도봉로115길 16(쌍문동),11776,4529,127.03321,37.64925,202930.4381,561069.9058,안전
14369,1132000000,150,서울특별시,도봉구,1,학교,북서울중학교,1132010800105850000013360,1132010800,1132052100,서울특별시 도봉구 도봉로169가길 33(도봉동),1002,385,127.04291,37.68116,203785.3347,564611.259,안전
14341,1132000000,134,서울특별시,도봉구,1,학교,서울동북초등학교,1132010500200750000004400,1132010500,1132068100,서울특별시 도봉구 시루봉로 53(쌍문동),7486,2879,127.02624,37.65529,202315.7249,561740.3321,안전
14339,1132000000,145,서울특별시,도봉구,1,학교,서울신화초등학교,1132010700105040033015733,1132010700,1132051300,서울특별시 도봉구 우이천로 120(창동),6892,2650,127.04122,37.63246,203638.7761,559206.2843,안전
14401,1132000000,140,서울특별시,도봉구,1,학교,서울신방학초등학교,1132010600103100000000506,1132010600,1132071000,서울특별시 도봉구 시루봉로 173(방학동),1414,543,127.02959,37.66579,202610.2489,562905.4759,안전
14372,1132000000,153,서울특별시,도봉구,1,학교,누원고등학교,1132010800106460000010468,1132010800,1132052200,서울특별시 도봉구 마들로 849(도봉동),783,301,127.04998,37.68553,204408.2083,565096.715,안전
14400,1132000000,141,서울특별시,도봉구,1,학교,서울초당초등학교,1132010600105140002000163,1132010600,1132071000,서울특별시 도봉구 해등로32길 11(방학동),880,338,127.0223,37.65815,201967.76,562056.8799,안전
14373,1132000000,166,서울특별시,도봉구,7,기타시설,디딤돌주택,1132010800106050002012887,1132010800,1132052100,서울특별시 도봉구 시루봉로23길 64(도봉동),30,20,127.04145,37.6733,203656.7842,563739.5024,안전
14444,1132000000,142,서울특별시,도봉구,1,학교,창일중학교,1132010700103690000018642,1132010700,1132051100,서울특별시 도봉구 노해로66길 60(창동),955,367,127.04668,37.64875,204119.3441,561014.8694,안전
14405,1132000000,137,서울특별시,도봉구,1,학교,서울방학초등학교,1132010600103020000002033,1132010600,1132070000,서울특별시 도봉구 도당로9길 34(방학동),7023,2701,127.03206,37.66392,202828.4586,562697.9483,안전
14402,1132000000,139,서울특별시,도봉구,1,학교,신방학중학교,1132010600103070001000482,1132010600,1132071000,서울특별시 도봉구 시루봉로 156(방학동),585,225,127.02941,37.66393,202595.207,562698.9507,안전
14406,1132000000,138,서울특별시,도봉구,1,학교,방학중학교,1132010600103130000002475,1132010600,1132070000,서울특별시 도봉구 시루봉로 188(방학동),798,306,127.03179,37.66547,202804.7277,562869.8762,안전
14446,1132000000,146,서울특별시,도봉구,1,학교,서울자운초등학교,1132010700101810019014232,1132010700,1132051400,서울특별시 도봉구 마들로13길 166(창동),10224,3932,127.04656,37.65761,204108.8061,561998.1975,안전
14445,1132000000,144,서울특별시,도봉구,1,학교,서울창림초등학교,1132010700104110008017719,1132010700,1132051200,서울특별시 도봉구 덕릉로63길 46(창동),11855,4559,127.04146,37.64318,203659.4196,560396.6121,안전
14370,1132000000,152,서울특별시,도봉구,1,학교,도봉중학교,1132010800106220040010515,1132010800,1132052200,서울특별시 도봉구 마들로 671(도봉동),1140,438,127.04567,37.67056,204029.2751,563434.8883,긴급
14403,1132000000,135,서울특별시,도봉구,1,학교,서울창도초등학교,1132010600107220021004106,1132010600,1132069000,서울특별시 도봉구 방학로 32-28 (방학동),532,204,127.04951,37.66369,204368.4527,562673.4999,긴급
14407,1132000000,163,서울특별시,도봉구,7,기타시설,세화모텔,1132010600106940008004201,1132010600,1132069000,서울특별시 도봉구 방학로6길 17(방학동),400,30,125,31,8973.12533,-174806.0956,긴급
14404,1132000000,136,서울특별시,도봉구,1,학교,도봉 문화고등학교,1132010600107230025003618,1132010600,1132069000,서울특별시 도봉구 마들로 598(방학동),1514,582,127.04708,37.66345,204154.1145,562646.3546,긴급
14443,1132000000,149,서울특별시,도봉구,1,학교,서울창원초등학교,1132010700103080000014057,1132010700,1132051500,서울특별시 도봉구 해등로 103(창동),6874,2643,127.04059,37.65236,203581.9824,561414.8235,긴급
14340,1132000000,147,서울특별시,도봉구,1,학교,자운고등학교,1132010700100010000014458,1132010700,1132051400,서울특별시 도봉구 노해로69길 150(창동),13369,5141,127.05067,37.65909,204471.2315,562162.6906,긴급
14447,1132000000,148,서울특별시,도봉구,1,학교,서울가인초등학교,1132010700102240020014065,1132010700,1132051500,서울특별시 도봉구 도봉로136다길 4(창동),9751,3750,127.04354,37.6601,203841.4082,562274.1724,안전
14371,1132000000,151,서울특별시,도봉구,1,학교,서울오봉초등학교,1132010800106080022013001,1132010800,1132052100,서울특별시 도봉구 시루봉로 285(도봉동),7673,2951,127.04036,37.67166,203560.5069,563557.7016,긴급
14399,1132000000,164,서울특별시,도봉구,7,기타시설,인터넷모텔,1132010500101030185005690,1132010500,1132068000,서울특별시 도봉구 우이천로24길 65(쌍문동),425,40,125,32,10996.7607,-63897.0842,안전
14374,1132000000,167,서울특별시,도봉구,7,기타시설,럭스모텔,1132010800106200030012731,1132010800,1132052100,서울특별시 도봉구 도봉로 739(도봉동),400,10,127.04371,37.671,203856.5866,563483.7183,긴급
14375,1135000000,346,서울특별시,노원구,1,학교,녹천초등학교,1135010200103220002018723,1135010200,1135058000,서울특별시 노원구 마들로3길 34(월계동),1431,550,127.06325,37.62893,205582.9586,558815.8476,안전
14338,1132000000,143,서울특별시,도봉구,1,학교,창동고등학교,1132010700106940010018450,1132010700,1132051100,서울특별시 도봉구 노해로62길 7(창동),1494,574,127.0388,37.65096,203424.3482,561260.1112,긴급
14378,1135000000,356,서울특별시,노원구,1,학교,신창중학교,1135010200108050005018989,1135010200,1135057000,서울특별시 노원구 월계로45길 92(월계동),625,240,127.04753,37.62803,204195.6185,558715.2559,안전
14379,1135000000,490,서울특별시,노원구,1,학교,월계중학교,1135010200106020001018947,1135010200,1135057000,서울특별시 노원구 월계로45가길 54(월계동),1430,550,127.05213,37.6302,204601.7147,558956.5019,안전
14376,1135000000,357,서울특별시,노원구,1,학교,신계초등학교,1135010200106020000018938,1135010200,1135057000,서울특별시 노원구 초안산로 29(월계동),498,191,127.05297,37.63043,204676.0861,558981.9213,안전
14377,1135000000,358,서울특별시,노원구,1,학교,녹천중학교,1135010200103210007017418,1135010200,1135058000,서울특별시 노원구 월계로 376(월계동),1117,429,127.06221,37.63152,205491.4645,559103.0596,안전
14380,1135000000,307,서울특별시,노원구,1,학교,용원초등학교,1135010300107090000013674,1135010300,1135059500,서울특별시 노원구 섬밭로 144(공릉동),1227,471,127.06897,37.62991,206087.937,558925.3438,안전
14381,1135000000,328,서울특별시,노원구,1,학교,공릉중학교,1135010300102500000014399,1135010300,1135060000,서울특별시 노원구 노원로1길 42(공릉동),2395,921,127.08358,37.62217,207378.0841,558066.8751,안전
14385,1135000000,316,서울특별시,노원구,1,학교,상계중학교,1135010500101950005007222,1135010500,1135064000,서울특별시 노원구 노원로 398(상계동),672,258,127.06858,37.6527,206051.8229,561454.2183,안전
14382,1135000000,347,서울특별시,노원구,1,학교,중평초등학교,1135010400102710000012733,1135010400,1135061200,서울특별시 노원구 섬밭로 241(하계동),903,347,127.06376,37.63752,205627.4898,559769.3718,안전
14384,1135000000,354,서울특별시,노원구,1,학교,불암중학교,1135010400102880003013601,1135010400,1135061100,서울특별시 노원구 한글비석로5길 45(하계동),877,337,127.07376,37.64602,206509.5684,560713.1229,안전
14383,1135000000,359,서울특별시,노원구,1,학교,중평중학교,1135010400102710002012744,1135010400,1135061200,서울특별시 노원구 동일로203길 87(하계동),660,253,127.06235,37.63701,205503.2534,559712.1363,안전
14388,1135000000,336,서울특별시,노원구,1,학교,계상초등학교,1135010500104470001001388,1135010500,1135067000,서울특별시 노원구 한글비석로41가길 24(상계동),922,354,127.06807,37.66308,206006.2637,562606.7695,안전
14389,1135000000,349,서울특별시,노원구,1,학교,노원중학교,1135010500107430000001195,1135010500,1135069500,서울특별시 노원구 동일로213길 26(상계동),658,253,127.0593,37.64913,205233.5604,561057.7982,안전
14390,1135000000,363,서울특별시,노원구,1,학교,신상계초등학교,1135010500100860001004115,1135010500,1135066500,서울특별시 노원구 상계로 267(상계동),887,341,127.07577,37.66802,206685.3195,563154.984,안전
14387,1135000000,324,서울특별시,노원구,1,학교,상곡초등학교,1135010500106780000000239,1135010500,1135072000,서울특별시 노원구 노원로38길 34(상계동),914,351,127.06228,37.66273,205495.2913,562567.2559,안전
14394,1135000000,365,서울특별시,노원구,1,학교,상천초등학교,1135010500107680000000997,1135010500,1135069500,서울특별시 노원구 덕릉로 443(상계동),2003,770,127.05839,37.64639,205153.2928,560753.6866,안전
14395,1135000000,475,서울특별시,노원구,1,학교,동일초등학교,1135010500106550000000652,1135010500,1135070000,서울특별시 노원구 한글비석로 566(상계동),600,230,127.05426,37.6648,204787.2536,562796.6422,안전
14396,1135000000,313,서울특별시,노원구,1,학교,용동초등학교,1135010600105100001010496,1135010600,1135062500,서울특별시 노원구 한글비석로1길 81-11 (중계동),504,193,127.0691,37.64112,206098.3926,560168.69,안전
14397,1135000000,332,서울특별시,노원구,1,학교,중원초등학교,1135010600105020000010526,1135010600,1135062500,서울특별시 노원구 섬밭로 316(중계동),1366,525,127.06253,37.64388,205518.2922,560474.404,안전
14393,1135000000,366,서울특별시,노원구,1,학교,온곡초등학교,1135010500106380000000459,1135010500,1135071000,서울특별시 노원구 한글비석로52길 59(상계동),770,296,127.0656,37.66764,205787.3267,563111.9065,안전
14391,1135000000,362,서울특별시,노원구,1,학교,노일초등학교,1135010500110440002008647,1135010500,1135063000,서울특별시 노원구 동일로 1625(상계동),1573,605,127.05461,37.67269,204818.1,563672.1425,안전
14392,1135000000,364,서울특별시,노원구,1,학교,상수초등학교,1135010500107550000000856,1135010500,1135069500,서울특별시 노원구 동일로216길 66(상계동),570,219,127.06441,37.65184,205684.0888,561359.009,긴급
14462,1135000000,489,서울특별시,노원구,1,학교,원광초등학교,1135010600103590000010763,1135010600,1135062100,서울특별시 노원구 덕릉로76길 18(중계동),1223,470,127.07451,37.65391,206574.7548,561588.5167,안전
14461,1135000000,361,서울특별시,노원구,1,학교,청계초등학교,1135010600105130001020193,1135010600,1135062500,서울특별시 노원구 공릉로 431(중계동),1801,692,127.0659,37.64499,205815.8383,560598.1793,안전
14460,1135000000,360,서울특별시,노원구,1,학교,수암초등학교,1135010600100670000012420,1135010600,1135061900,서울특별시 노원구 중계로12길 9(중계동),844,324,127.08168,37.64811,207207.8363,560945.1831,안전
14398,1135000000,348,서울특별시,노원구,1,학교,상계제일중학교,1135010600101320000009878,1135010600,1135062400,서울특별시 노원구 덕릉로86길 29-15 (중계동),396,152,127.0778,37.66168,206864.6794,562451.3717,안전
1780,1121500000,401,서울특별시,광진구,3,경로당,자양4-4 경로당,1121510500100510047015420,1121510500,1121584700,서울특별시 광진구 뚝섬로30가길 18(자양동),429,165,127.06531,37.53514,205772.0758,548406.329,안전
14386,1135000000,321,서울특별시,노원구,1,학교,신상중학교,1135010500107540004020189,1135010500,1135069500,서울특별시 노원구 동일로216길 42(상계동),948,364,127.06388,37.65168,205636.75,561341.0029,긴급
1774,1121500000,444,서울특별시,광진구,4,관공서,자양2동주민센터,1121510500106690002021969,1121510500,1121583000,서울특별시 광진구 자양로3가길 26(자양동),170,50,127.08454,37.52885,207472.2895,547709.837,안전
1777,1121500000,399,서울특별시,광진구,3,경로당,유수지 경로당,1121510500105930004024943,1121510500,1121583000,서울특별시 광진구 뚝섬로48길 46(자양동),231,88,127.0765,37.53016,206761.4742,547854.5169,안전
1778,1121500000,432,서울특별시,광진구,4,관공서,자양제4동 주민센터,1121510500100630001027394,1121510500,1121584700,서울특별시 광진구 뚝섬로26길 58(자양동),255,77,127.06634,37.53409,205863.549,548289.5274,안전
